City,Region,Country,ParentLocation,AirQuality,WaterPollution
Kilkenny,Leinster,Ireland,Europe,75,75
Kolobrzeg,West Pomeranian Voivodeship,Poland,Europe,100,0
Walbrzych,Lower Silesian Voivodeship,Poland,Europe,36.11111111,60
Elbasan,Elbasan County,Albania,Europe,0,25
Bar,Bar Municipality,Montenegro,Europe,56.25,50
Korce,Korce County,Albania,Europe,75,25
Viseu,Viseu,Portugal,Europe,79.16666667,37.5
Leuven,Flemish Region,Belgium,Europe,56.25,37.5
Erzurum,Erzurum Province,Turkey,Europe,21.875,12.5
Grudziadz,Kuyavian-Pomeranian Voivodeship,Poland,Europe,45,0
Dundee,Scotland,United Kingdom,Europe,88.88888889,8.333333333
Vaasa,,Finland,Europe,92.5,8.333333333
Acre,Northern District,Israel,Europe,25,75
Wolverhampton,England,United Kingdom,Europe,33.33333333,33.33333333
Eisenstadt,Burgenland,Austria,Europe,87.5,50
Antibes,,France,Europe,65,33.33333333
Vantaa,Uusimaa,Finland,Europe,87.5,12.5
Kingston upon Hull,England,United Kingdom,Europe,59.09090909,42.85714286
Nis,Nisava District,Serbia,Europe,28.125,40.27777778
Galway,Connacht,Ireland,Europe,92.04545455,44.44444444
Norwich,England,United Kingdom,Europe,71.05263158,31.66666667
Szekesfehervar,Fejer County,Hungary,Europe,62.5,18.75
Banja Luka,Republika Srpska,Bosnia and Herzegovina,Europe,45.58823529,58.59375
Brighton,England,United Kingdom,Europe,82.14285714,21.73913043
Wiener Neustadt,Lower Austria,Austria,Europe,87.5,50
Shkoder,Shkoder County,Albania,Europe,75,33.33333333
Pau,,France,Europe,75,50
Kolomna,Moscow Oblast,Russia,Europe,50,25
Patras,West Greece Region,Greece,Europe,60,41.66666667
Volgodonsk,Rostov Oblast,Russia,Europe,25,75
Limerick,,Ireland,Europe,80.43478261,38.15789474
Namur,Wallonia,Belgium,Europe,72.22222222,55
Gyor,Gyor-Moson-Sopron County,Hungary,Europe,79.16666667,0
Jyvaskyla,,Finland,Europe,95.83333333,0
Exeter,England,United Kingdom,Europe,79.16666667,13.63636364
Siauliai,,Lithuania,Europe,57.14285714,58.33333333
Stoke-on-Trent,England,United Kingdom,Europe,67.85714286,33.33333333
Domodedovo,Moscow Oblast,Russia,Europe,50,37.5
Erzincan,Erzincan Province,Turkey,Europe,29.16666667,50
Zabok,Krapina-Zagorje County,Croatia,Europe,25,100
Brest,Brest Region,Belarus,Europe,31.25,55
Kansk,Krasnoyarsk Krai,Russia,Europe,0,75
Zakopane,Lesser Poland Voivodeship,Poland,Europe,33.33333333,50
Zakynthos,,Greece,Europe,100,25
Ruma,,Serbia,Europe,25,75
Banska Bystrica,Banska Bystrica Region,Slovakia,Europe,62.5,25
Trencin,Trencin Region,Slovakia,Europe,78.57142857,41.66666667
Zalau,Salaj County,Romania,Europe,100,75
Zamosc,Lublin Voivodeship,Poland,Europe,50,50
Decin,,Czech Republic,Europe,62.5,50
Veszprem,Veszprem County,Hungary,Europe,96.42857143,8.333333333
Teplice,,Czech Republic,Europe,75,0
Liberec,,Czech Republic,Europe,90.625,12.5
Chomutov,,Czech Republic,Europe,75,50
Most,,Czech Republic,Europe,62.5,50
Manisa,Manisa Province,Turkey,Europe,16.66666667,50
Stip,Stip Municipality,North Macedonia,Europe,50,40
Jablonec nad Nisou,,Czech Republic,Europe,75,0
Zgorzelec,Lower Silesian Voivodeship,Poland,Europe,62.5,50
Jelenia Gora,Lower Silesian Voivodeship,Poland,Europe,50,50
Zawiercie,Silesian Voivodeship,Poland,Europe,25,50
Zary,Lubusz Voivodeship,Poland,Europe,62.5,50
Kiryat Bialik,Haifa District,Israel,Europe,29.16666667,37.5
Givatayim,Tel Aviv District,Israel,Europe,25,50
Karmiel,Northern District,Israel,Europe,53.57142857,0
Beit Shemesh,Jerusalem District,Israel,Europe,37.5,66.66666667
Afula,Northern District,Israel,Europe,41.66666667,37.5
Arad,Southern District,Israel,Europe,41.66666667,37.5
Herzliya,Tel Aviv District,Israel,Europe,80,15
Kiryat Ata,Haifa District,Israel,Europe,25,50
St Helens,England,United Kingdom,Europe,62.5,25
Mogilev,Mahiliou Region,Belarus,Europe,53.125,50
Korolyov,Moscow Oblast,Russia,Europe,25,87.5
Kladno,,Czech Republic,Europe,75,75
Opava,,Czech Republic,Europe,62.5,50
Nakhodka,Primorsky Krai,Russia,Europe,25,75
Uzhhorod,Zakarpattia Oblast,Ukraine,Europe,54.16666667,50
Zhytomyr,Zhytomyr Oblast,Ukraine,Europe,43.75,56.25
Khmelnytskyi,Khmelnytskyi Oblast,Ukraine,Europe,91.66666667,0
Kremenchuk,Poltava Oblast,Ukraine,Europe,0,100
Ivano-Frankivsk,Ivano-Frankivsk Oblast,Ukraine,Europe,28.57142857,45
Kherson,Kherson Oblast,Ukraine,Europe,54.54545455,54.54545455
Rivne,Rivne Oblast,Ukraine,Europe,75,50
Ternopil,Ternopil Oblast,Ukraine,Europe,85.71428571,57.14285714
Poltava,Poltava Oblast,Ukraine,Europe,70,35
Sumy,Sumy Oblast,Ukraine,Europe,46.42857143,53.57142857
Struga,Struga Municipality,North Macedonia,Europe,35,70
Usti nad Labem,,Czech Republic,Europe,62.5,87.5
Tetovo,Tetovo Municipality,North Macedonia,Europe,10.90909091,65.77669903
Prilep,Prilep Municipality,North Macedonia,Europe,58.33333333,37.5
Veles,Veles Municipality,North Macedonia,Europe,25,50
Chernihiv,Chernihiv Oblast,Ukraine,Europe,58.33333333,75
Cherkasy,Cherkasy Oblast,Ukraine,Europe,30.55555556,53.125
Gostivar,Gostivar Municipality,North Macedonia,Europe,66.66666667,83.33333333
Gevgelija,Gevgelija Municipality,North Macedonia,Europe,100,33.33333333
Vinnytsia,Vinnytsia Oblast,Ukraine,Europe,62.5,71.42857143
Bitola,Bitola Municipality,North Macedonia,Europe,35.625,44.44444444
Horlivka,Donetsk Oblast,Ukraine,Europe,0,100
King's Lynn,England,United Kingdom,Europe,0,100
Chernivtsi,Chernivtsi Oblast,Ukraine,Europe,81.25,26.25
Piotrkow Trybunalski,Lodz Voivodeship,Poland,Europe,35,25
Kicevo,Kicevo Municipality,North Macedonia,Europe,25,37.5
Pabianice,Lodz Voivodeship,Poland,Europe,29.16666667,50
Faro,,Portugal,Europe,79.16666667,25
Vlore,Vlore County,Albania,Europe,66.66666667,75
Batman,Batman Province,Turkey,Europe,0,50
Ruse,Ruse Province,Bulgaria,Europe,21.42857143,50
Samsun,Samsun Province,Turkey,Europe,31.81818182,50
Inverness,Scotland,United Kingdom,Europe,84.375,56.25
Heraklion,,Greece,Europe,86.76470588,50
Salisbury,England,United Kingdom,Europe,64.28571429,42.85714286
Reading,England,United Kingdom,Europe,72.82608696,30.55555556
Czeladz,Silesian Voivodeship,Poland,Europe,50,25
Konotop,Sumy Oblast,Ukraine,Europe,75,25
Kuopio,,Finland,Europe,95.83333333,37.5
Oskemen,East Kazakhstan Region,Kazakhstan,Europe,10.71428571,60.71428571
Cartagena,Region of Murcia,Spain,Europe,65.625,25
Ramenskoye,,Russia,Europe,25,50
Kopavogur,,Iceland,Europe,100,50
Coslada,Community of Madrid,Spain,Europe,70.83333333,50
Chambery,,France,Europe,87.5,50
Pleven,Pleven Province,Bulgaria,Europe,17.85714286,100
Stornoway,Scotland,United Kingdom,Europe,100,0
Malatya,Malatya Province,Turkey,Europe,0,50
Eger,Heves County,Hungary,Europe,100,50
Kragujevac,Sumadija District,Serbia,Europe,50,43.75
Liepaja,,Latvia,Europe,90.38461538,5.555555556
Yavne,Central District,Israel,Europe,25,50
Cakovec,Medimurje County,Croatia,Europe,100,37.5
Kalamata,Peloponnese Region,Greece,Europe,50,40
Craiova,Dolj County,Romania,Europe,53.84615385,36.11111111
Adiyaman,Adiyaman Province,Turkey,Europe,0,50
Sopron,Gyor-Moson-Sopron County,Hungary,Europe,100,0
Dobrich,Dobrich Province,Bulgaria,Europe,37.5,100
Eskisehir,,Turkey,Europe,64.58333333,36.11111111
Doboj,Republika Srpska,Bosnia and Herzegovina,Europe,87.5,75
Chester,England,United Kingdom,Europe,81.25,20
Subotica,,Serbia,Europe,50,50
Blackpool,England,United Kingdom,Europe,70,45.83333333
Stara Zagora,Stara Zagora Province,Bulgaria,Europe,61.11111111,5
Aydin,Aydin Province,Turkey,Europe,14.28571429,50
Bournemouth,,United Kingdom,Europe,64.70588235,31.25
Gloucester,England,United Kingdom,Europe,50,50
Taganrog,Rostov Oblast,Russia,Europe,58.33333333,58.33333333
Amasya,Amasya Province,Turkey,Europe,12.5,50
Keflavik,,Iceland,Europe,87.5,0
Guimaraes,Braga,Portugal,Europe,93.75,43.75
Denizli,Denizli Province,Turkey,Europe,29.54545455,40
Zlin,,Czech Republic,Europe,75,37.5
Isparta,Isparta Province,Turkey,Europe,12.5,37.5
Kotor,Kotor Municipality,Montenegro,Europe,75,25
Dornbirn,Vorarlberg,Austria,Europe,100,0
Nyiregyhaza,Szabolcs-Szatmar-Bereg County,Hungary,Europe,50,50
Esztergom,Komarom-Esztergom County,Hungary,Europe,75,50
Kecskemet,Bacs-Kiskun County,Hungary,Europe,75,50
Ashdod,Southern District,Israel,Europe,25,41.66666667
Alanya,Antalya Province,Turkey,Europe,91.66666667,37.5
Middlesbrough,England,United Kingdom,Europe,87.5,20.83333333
Larnaca,Larnaca District,Cyprus,Europe,52.63157895,50
Winchester,England,United Kingdom,Europe,75,0
Bodrum,Mugla Province,Turkey,Europe,80,25
Peterborough,England,United Kingdom,Europe,85,15
Blagoevgrad,Blagoevgrad Province,Bulgaria,Europe,47.5,25
Cetinje,Old Royal Capital Cetinje,Montenegro,Europe,100,0
Veliko Tarnovo,Veliko Tarnovo Province,Bulgaria,Europe,62.5,31.25
Arad,Arad County,Romania,Europe,66.25,35
Setubal,Setubal,Portugal,Europe,61.11111111,60
Elazig,Elazig Province,Turkey,Europe,25,50
Budva,Budva Municipality,Montenegro,Europe,95.83333333,41.66666667
Alba Iulia,Alba County,Romania,Europe,62.5,50
Tuzla,Federation of Bosnia and Herzegovina,Bosnia and Herzegovina,Europe,10.9375,50
Novomoskovsk,,Russia,Europe,50,50
Adapazari,,Turkey,Europe,100,75
Novocheboksarsk,Chuvash Republic,Russia,Europe,25,25
Obninsk,Kaluga Oblast,Russia,Europe,100,50
Odintsovo,Moscow Oblast,Russia,Europe,50,25
Horsham,England,United Kingdom,Europe,50,0
Jurmala,,Latvia,Europe,87.5,37.5
Sliven,Sliven Province,Bulgaria,Europe,53.57142857,8.333333333
Larissa,,Greece,Europe,50,29.16666667
Wels,Upper Austria,Austria,Europe,75,0
Durham,England,United Kingdom,Europe,95.83333333,12.5
Evora,Evora,Portugal,Europe,93.75,35.41666667
Lincoln,England,United Kingdom,Europe,91.66666667,25
Hradec Kralove,,Czech Republic,Europe,75,29.16666667
Kozani,West Macedonia Region,Greece,Europe,50,100
Pori,,Finland,Europe,100,0
Foca,Republika Srpska,Bosnia and Herzegovina,Europe,37.5,50
Rezekne,,Latvia,Europe,75,25
Truro,England,United Kingdom,Europe,100,0
Paphos,Paphos District,Cyprus,Europe,67.85714286,25
Szolnok,Jasz-Nagykun-Szolnok County,Hungary,Europe,75,16.66666667
Wavre,Wallonia,Belgium,Europe,75,100
Shumen,Shumen Province,Bulgaria,Europe,28.57142857,75
Lappeenranta,,Finland,Europe,100,0
Tekirdag,Tekirdag Province,Turkey,Europe,15,75
Aksaray,Aksaray Province,Turkey,Europe,0,50
Chania,,Greece,Europe,85.29411765,27.94117647
Silistra,Silistra Province,Bulgaria,Europe,100,50
Tourcoing,,France,Europe,62.5,50
Rustavi,Kvemo Kartli,Georgia,Europe,33.33333333,62.5
Stirling,Scotland,United Kingdom,Europe,87.5,50
Feldkirch,Vorarlberg,Austria,Europe,83.33333333,0
Jihlava,,Czech Republic,Europe,87.5,50
Ioannina,Epirus Region,Greece,Europe,87.5,41.66666667
Waterford,,Ireland,Europe,87.5,25
Tokat,Tokat Province,Turkey,Europe,25,75
Zenica,Federation of Bosnia and Herzegovina,Bosnia and Herzegovina,Europe,30.55555556,40.625
Preston,England,United Kingdom,Europe,84.375,18.75
Colchester,England,United Kingdom,Europe,75,25
Ordu,Ordu Province,Turkey,Europe,43.75,25
Bolton,England,United Kingdom,Europe,75,37.5
Ipswich,England,United Kingdom,Europe,70.83333333,28.57142857
Siirt,Siirt Province,Turkey,Europe,0,50
Baia Mare,Maramure? County,Romania,Europe,60.86956522,44.73684211
Pernik,Pernik Province,Bulgaria,Europe,25,0
Satu Mare,Satu Mare County,Romania,Europe,64.28571429,83.33333333
Limassol,Limassol District,Cyprus,Europe,56.25,31.48148148
Joensuu,,Finland,Europe,100,0
Haskovo,Haskovo Province,Bulgaria,Europe,25,25
Yambol,Yambol Province,Bulgaria,Europe,55,37.5
Pazardzhik,Pazardzhik Province,Bulgaria,Europe,25,50
Kavala,,Greece,Europe,83.33333333,0
Dunaujvaros,,Hungary,Europe,60,50
Tatabanya,Komarom-Esztergom County,Hungary,Europe,62.5,50
Mostoles,Community of Madrid,Spain,Europe,87.5,50
Sunderland,England,United Kingdom,Europe,87.5,62.5
Blackburn,England,United Kingdom,Europe,0,75
Braila,Braila County,Romania,Europe,41.66666667,81.25
Rhodes,,Greece,Europe,92.85714286,21.42857143
Kutahya,Kutahya Province,Turkey,Europe,0,50
Mytilene,North Aegean Region,Greece,Europe,100,37.5
Usak,Usak Province,Turkey,Europe,8.333333333,66.66666667
Utena,,Lithuania,Europe,87.5,50
Amadora,Lisbon,Portugal,Europe,75,75
Kyustendil,Kyustendil Province,Bulgaria,Europe,62.5,50
Lovech,Lovech Province,Bulgaria,Europe,37.5,50
Vratsa,Vratsa Province,Bulgaria,Europe,35.71428571,75
Karabuk,Karabuk Province,Turkey,Europe,21.42857143,25
Argos,Peloponnese Region,Greece,Europe,25,100
Sligo,Connacht,Ireland,Europe,75,50
Mikkeli,,Finland,Europe,100,16.66666667
Petah Tikva,Central District,Israel,Europe,27.77777778,20.83333333
Alexandroupoli,,Greece,Europe,87.5,31.25
Jekabpils,,Latvia,Europe,100,0
Vila Nova de Gaia,Porto,Portugal,Europe,67.5,31.25
Ventimiglia,Liguria,Italy,Europe,50,25
Karvina,,Czech Republic,Europe,30,50
Mlada Boleslav,,Czech Republic,Europe,70,50
Asenovgrad,Plovdiv region,Bulgaria,Europe,25,0
Sisak,Sisak-Moslavina County,Croatia,Europe,37.5,50
Kotka,,Finland,Europe,100,0
Holon,Tel Aviv District,Israel,Europe,32.14285714,25
Netanya,Central District,Israel,Europe,77.77777778,27.77777778
Northampton,England,United Kingdom,Europe,77.27272727,32.14285714
Vaslui,Vaslui County,Romania,Europe,62.5,50
Champigny-sur-Marne,Ile-de-France,France,Europe,90,0
Leskovac,Jablanica District,Serbia,Europe,87.5,0
Ramnicu Valcea,Valcea County,Romania,Europe,87.5,31.25
Ramat Gan,Tel Aviv District,Israel,Europe,32.5,29.16666667
Kardzhali,Kardzhali Province,Bulgaria,Europe,40,50
Smolyan,Smolyan Province,Bulgaria,Europe,100,50
Carlisle,England,United Kingdom,Europe,89.28571429,0
Havirov,,Czech Republic,Europe,50,0
Erd,Pest County,Hungary,Europe,66.66666667,37.5
Kajaani,,Finland,Europe,100,50
Porvoo,Uusimaa,Finland,Europe,100,0
Rybinsk,Yaroslavl Oblast,Russia,Europe,25,100
Miercurea Ciuc,Harghita County,Romania,Europe,90,0
Artvin,Artvin Province,Turkey,Europe,58.33333333,50
Armagh,Northern Ireland,United Kingdom,Europe,75,50
Angra do Heroismo,Azores,Portugal,Europe,100,0
Cheb,,Czech Republic,Europe,87.5,50
Sergiyev Posad,Moscow Oblast,Russia,Europe,75,75
Drobeta-Turnu Severin,Mehedin?i County,Romania,Europe,45,50
Rueil-Malmaison,Ile-de-France,France,Europe,58.33333333,25
Seraing,Wallonia,Belgium,Europe,75,50
Serpukhov,Moscow Oblast,Russia,Europe,0,50
Nigde,Nigde Province,Turkey,Europe,0,50
Karakol,Issyk-Kul Region,Kyrgyzstan,Europe,25,50
Buckingham,England,United Kingdom,Europe,100,0
Stary Oskol,Belgorod Oblast,Russia,Europe,0,100
Khimki,Moscow Oblast,Russia,Europe,33.33333333,66.66666667
Aktau,Mangystau Region,Kazakhstan,Europe,8.333333333,91.66666667
Agri,Agri Province,Turkey,Europe,25,50
Canakkale,Canakkale Province,Turkey,Europe,80,37.5
Balikesir,Balikesir Province,Turkey,Europe,35,50
Volos,,Greece,Europe,50,55.55555556
Povoa de Varzim,Porto,Portugal,Europe,75,50
Slubice,Lubusz Voivodeship,Poland,Europe,87.5,50
Niksic,Niksic Municipality,Montenegro,Europe,25,50
Rethymno,,Greece,Europe,85,0
Swindon,England,United Kingdom,Europe,41.66666667,12.5
Bolu,Bolu Province,Turkey,Europe,75,37.5
Giresun,Giresun Province,Turkey,Europe,37.5,50
Rize,Rize Province,Turkey,Europe,65,25
Zrenjanin,,Serbia,Europe,46.875,96.875
Buzau,Buzau County,Romania,Europe,70,50
Sanok,Podkarpackie Voivodeship,Poland,Europe,62.5,50
Huddersfield,England,United Kingdom,Europe,58.33333333,0
Hameenlinna,Tavastia Proper,Finland,Europe,75,25
Giurgiu,Giurgiu County,Romania,Europe,50,50
Targu Jiu,Gorj County,Romania,Europe,37.5,50
Sfantu Gheorghe,Covasna County,Romania,Europe,100,0
Novi Pazar,Raska District,Serbia,Europe,75,0
Oldham,England,United Kingdom,Europe,100,0
Perth,Scotland,United Kingdom,Europe,41.66666667,58.33333333
Mazeikiai,,Lithuania,Europe,62.5,50
Luton,England,United Kingdom,Europe,77.5,41.66666667
Visaginas,,Lithuania,Europe,87.5,12.5
Southend-on-Sea,England,United Kingdom,Europe,61.11111111,65
Milton Keynes,England,United Kingdom,Europe,86.84210526,16.66666667
Kouvola,,Finland,Europe,100,0
Bihac,Federation of Bosnia and Herzegovina,Bosnia and Herzegovina,Europe,100,0
Sabac,Macva District,Serbia,Europe,25,83.33333333
Hereford,England,United Kingdom,Europe,75,8.333333333
Deva,Hunedoara County,Romania,Europe,81.25,31.25
Dundalk,Leinster,Ireland,Europe,81.25,31.25
Pancevo,,Serbia,Europe,10.71428571,53.57142857
Corfu,,Greece,Europe,88.63636364,25
Yalova,Yalova Province,Turkey,Europe,46.875,43.75
Kraljevo,Raska District,Serbia,Europe,37.5,37.5
Kyrenia,,Cyprus,Europe,75,50
Ajka,Veszprem County,Hungary,Europe,75,50
Nevsehir,Nevsehir Province,Turkey,Europe,50,0
Duzce,Duzce Province,Turkey,Europe,0,50
Kirikkale,Kirikkale Province,Turkey,Europe,4.166666667,50
Hakkari,Hakkari Province,Turkey,Europe,0,50
Corum,Corum Province,Turkey,Europe,12.5,50
Kirklareli,Kirklareli Province,Turkey,Europe,32.14285714,0
Kastoria,West Macedonia Region,Greece,Europe,100,0
Cheltenham,England,United Kingdom,Europe,75,0
Slatina,Olt County,Romania,Europe,58.33333333,25
Drogheda,Leinster,Ireland,Europe,100,12.5
Rehovot,Central District,Israel,Europe,37.5,31.25
Vac,Pest County,Hungary,Europe,100,0
Trikala,,Greece,Europe,95.83333333,33.33333333
Bijelo Polje,Bijelo Polje Municipality,Montenegro,Europe,0,75
Lod,Central District,Israel,Europe,25,100
Chichester,England,United Kingdom,Europe,100,0
Hyvinkaa,Uusimaa,Finland,Europe,100,50
Kokkola,,Finland,Europe,95,75
Fethiye,Mugla Province,Turkey,Europe,100,75
Bilecik,Bilecik Province,Turkey,Europe,20.83333333,50
Valjevo,Kolubara District,Serbia,Europe,0,75
Cacak,Moravica District,Serbia,Europe,41.66666667,50
Wigan,England,United Kingdom,Europe,87.5,12.5
Ponta Delgada,Azores,Portugal,Europe,100,5
Viana do Castelo,Viana do Castelo,Portugal,Europe,100,58.33333333
Berane,Berane Municipality,Montenegro,Europe,100,0
Bedford,England,United Kingdom,Europe,80,75
Eastbourne,England,United Kingdom,Europe,79.16666667,0
Kirkwall,Scotland,United Kingdom,Europe,100,50
Borjomi,Samtskhe-Javakheti,Georgia,Europe,100,50
Komotini,,Greece,Europe,75,18.75
Bat Yam,Tel Aviv District,Israel,Europe,50,41.66666667
Prievidza,Trencin Region,Slovakia,Europe,80,0
Torquay,England,United Kingdom,Europe,56.25,37.5
Burnley,England,United Kingdom,Europe,37.5,25
Ennis,,Ireland,Europe,100,50
Biala Podlaska,Lublin Voivodeship,Poland,Europe,50,50
Edessa,,Greece,Europe,100,0
Yozgat,Yozgat Province,Turkey,Europe,25,50
Xanthi,,Greece,Europe,100,35
Katerini,,Greece,Europe,37.5,37.5
Livadeia,Central Greece Region,Greece,Europe,62.5,50
Chelmsford,England,United Kingdom,Europe,62.5,12.5
Imatra,,Finland,Europe,91.66666667,0
Roeselare,Flemish Region,Belgium,Europe,75,50
Johvi,Ida-Viru County,Estonia,Europe,100,50
Carlow,Leinster,Ireland,Europe,58.33333333,41.66666667
Bayburt,Bayburt Province,Turkey,Europe,100,0
Slough,England,United Kingdom,Europe,35.71428571,60
Dunfermline,Scotland,United Kingdom,Europe,100,0
Kusadasi,Aydin Province,Turkey,Europe,25,100
Lushnje,Fier County,Albania,Europe,0,100
West Bromwich,England,United Kingdom,Europe,50,0
Drama,,Greece,Europe,100,25
Wadowice,Lesser Poland Voivodeship,Poland,Europe,30,0
Elva,Tartu County,Estonia,Europe,100,8.333333333
Maidstone,England,United Kingdom,Europe,12.5,50
Darlington,England,United Kingdom,Europe,100,0
Barcelos,Braga,Portugal,Europe,100,50
Tralee,,Ireland,Europe,91.66666667,8.333333333
Guildford,England,United Kingdom,Europe,67.85714286,39.28571429
Aylesbury,England,United Kingdom,Europe,58.33333333,25
Dudley,England,United Kingdom,Europe,100,0
Kocani,Kocani Municipality,North Macedonia,Europe,12.5,50
Lohja,Uusimaa,Finland,Europe,100,50
Kazincbarcika,Borsod-Abauj-Zemplen County,Hungary,Europe,50,50
Znojmo,,Czech Republic,Europe,87.5,50
Lomza,Podlaskie Voivodeship,Poland,Europe,75,50
Slobozia,Ialomi?a County,Romania,Europe,25,75
Warrington,England,United Kingdom,Europe,75,25
Harrogate,England,United Kingdom,Europe,75,6.25
Rapla,Rapla County,Estonia,Europe,100,50
Husavik,,Iceland,Europe,50,50
Montana,Montana Province,Bulgaria,Europe,20,50
Cugir,Alba County,Romania,Europe,100,25
Vinkovci,Vukovar-Syrmia County,Croatia,Europe,100,0
Tivat,Tivat Municipality,Montenegro,Europe,65,50
Chelm,Lublin Voivodeship,Poland,Europe,50,50
Suwalki,Podlaskie Voivodeship,Poland,Europe,87.5,50
Plasencia,Extremadura,Spain,Europe,75,50
Givet,,France,Europe,100,50
Sremska Mitrovica,,Serbia,Europe,75,12.5
Lewes,England,United Kingdom,Europe,100,0
Olaine,Olaine Municipality,Latvia,Europe,100,0
Sochaczew,Masovian Voivodeship,Poland,Europe,37.5,50
Bad Ischl,Upper Austria,Austria,Europe,85,50
Amstetten,Lower Austria,Austria,Europe,62.5,50
Vocklabruck,Upper Austria,Austria,Europe,100,50
Simbach am Inn,Bavaria,Germany,Europe,100,50
Hallein,Salzburg,Austria,Europe,100,50
Abensberg,Bavaria,Germany,Europe,100,50
Mittersill,Salzburg,Austria,Europe,50,50
Bruck an der Mur,Styria,Austria,Europe,75,50
Traun,Upper Austria,Austria,Europe,87.5,50
Steyr,Upper Austria,Austria,Europe,100,50
Karaman,Karaman Province,Turkey,Europe,20,0
Trowbridge,England,United Kingdom,Europe,0,100
Turnhout,Flemish Region,Belgium,Europe,75,50
Makarska,Split-Dalmatia County,Croatia,Europe,100,0
Cascais,Lisbon,Portugal,Europe,78.125,41.66666667
Santarem,Santarem,Portugal,Europe,95,50
Caldas da Rainha,Leiria,Portugal,Europe,50,50
Nove Zamky,Nitra Region,Slovakia,Europe,75,0
Hajnowka,Podlaskie Voivodeship,Poland,Europe,62.5,50
Modling,Lower Austria,Austria,Europe,87.5,50
Muonio,,Finland,Europe,100,0
Abastumani,Samtskhe-Javakheti,Georgia,Europe,62.5,50
Boston,England,United Kingdom,Europe,62.5,25
Vilvoorde,Flemish Region,Belgium,Europe,75,50
Gospic,Lika-Senj County,Croatia,Europe,100,0
Siedlce,Masovian Voivodeship,Poland,Europe,46.42857143,50
Abingdon-on-Thames,England,United Kingdom,Europe,100,50
Valkeakoski,,Finland,Europe,100,50
Brcko,Brcko District,Bosnia and Herzegovina,Europe,25,87.5
Prijedor,Republika Srpska,Bosnia and Herzegovina,Europe,75,25
Almada,Setubal,Portugal,Europe,85.71428571,50
Dimitrovgrad,Haskovo Province,Bulgaria,Europe,12.5,50
Velika Gorica,Zagreb County,Croatia,Europe,25,50
Lienz,Tyrol,Austria,Europe,100,50
Cuprija,Pomoravlje District,Serbia,Europe,59.375,65.625
Caslav,,Czech Republic,Europe,100,0
Jindrichuv Hradec,,Czech Republic,Europe,100,25
Athlone,Leinster,Ireland,Europe,80,25
Slapanice,,Czech Republic,Europe,87.5,37.5
Tavira,,Portugal,Europe,100,0
Sines,Setubal,Portugal,Europe,75,50
Zywiec,Silesian Voivodeship,Poland,Europe,50,50
Castelo Branco,Castelo Branco,Portugal,Europe,100,0
Albufeira,,Portugal,Europe,71.42857143,33.33333333
Folkestone,England,United Kingdom,Europe,75,50
Valasske Mezirici,,Czech Republic,Europe,50,100
Nove Mesto nad Vahom,Trencin Region,Slovakia,Europe,50,50
Heviz,Zala County,Hungary,Europe,62.5,37.5
Lukow,Lublin Voivodeship,Poland,Europe,62.5,50
Litomerice,,Czech Republic,Europe,75,50
Karlovy Vary,,Czech Republic,Europe,64.28571429,16.66666667
Samokov,Sofia Province,Bulgaria,Europe,50,50
Jagodina,Pomoravlje District,Serbia,Europe,32.14285714,53.57142857
Bansko,Blagoevgrad Province,Bulgaria,Europe,100,0
Ambleside,England,United Kingdom,Europe,87.5,50
Sumperk,,Czech Republic,Europe,75,50
Zory,Silesian Voivodeship,Poland,Europe,25,50
Petrinja,Sisak-Moslavina County,Croatia,Europe,75,50
Kutina,Sisak-Moslavina County,Croatia,Europe,45,25
Novalja,Lika-Senj County,Croatia,Europe,50,50
Agrinio,West Greece Region,Greece,Europe,75,50
Solihull,England,United Kingdom,Europe,100,0
Ogulin,,Croatia,Europe,100,0
Delnice,Primorje-Gorski Kotar County,Croatia,Europe,100,0
Novska,Sisak-Moslavina County,Croatia,Europe,100,0
Slunj,,Croatia,Europe,100,0
Figueira da Foz,Coimbra,Portugal,Europe,93.75,25
Caernarfon,Wales,United Kingdom,Europe,62.5,12.5
Gmunden,Upper Austria,Austria,Europe,100,50
Nymburk,,Czech Republic,Europe,75,50
Alverca do Ribatejo,Lisbon,Portugal,Europe,50,0
Ostroleka,Masovian Voivodeship,Poland,Europe,62.5,50
Burrel,Diber County,Albania,Europe,100,62.5
Bedzin,Silesian Voivodeship,Poland,Europe,65,0
Spisska Nova Ves,Kosice Region,Slovakia,Europe,62.5,50
Geel,Flemish Region,Belgium,Europe,87.5,50
Kolin,,Czech Republic,Europe,75,50
Prerov,,Czech Republic,Europe,62.5,50
Prostejov,,Czech Republic,Europe,50,50
Hadera,Haifa District,Israel,Europe,25,50
Ibiza,Balearic Islands,Spain,Europe,68.75,50
Rochdale,England,United Kingdom,Europe,50,0
Backa Palanka,,Serbia,Europe,62.5,50
Aktobe,Aktobe Region,Kazakhstan,Europe,25,87.5
Kiskunfelegyhaza,Bacs-Kiskun County,Hungary,Europe,100,75
Villach,Carinthia,Austria,Europe,85.41666667,11.25
Algeciras,Andalusia,Spain,Europe,75,50
Karaganda,Karaganda Region,Kazakhstan,Europe,16.66666667,66.66666667
Marbella,Andalusia,Spain,Europe,94.64285714,42.85714286
Leoben,Styria,Austria,Europe,80,75
Ferrol,Galicia,Spain,Europe,100,50
Aveiro,Aveiro,Portugal,Europe,67.1875,46.66666667
